School,Treatment,Population,Individual,StartDate,StartDOY,ThirdDate,ThirdDOY,ThirdMass,FifthDate,FifthDOY,FifthMass,PupaDate,PupaDOY,PupaMass,AdultDate,AdultDOY,Sex,Death,Outcome,Survival,Notes
VCU,WI4.5,AL,14,5/2/19,122,5/23/19,143,0.0325,6/9/19,160,0.3544,,,,,,U,7/4/19,N,F,dead/natural causes
VCU,WI4.5,AL,15,5/2/19,122,5/28/19,148,0.0336,6/9/19,160,0.3388,7/7/19,188,1.6389,,,FP,8/6/19,N,P,pupa weighed 7/8; did not emerge
VCU,WI4.5,AL,16,5/2/19,122,5/23/19,143,0.0259,6/7/19,158,0.3981,,,,,,U,7/3/19,N,F,death/natural
VCU,WI4.5,AL,17,5/2/19,122,5/22/19,142,0.0390,6/6/19,157,0.3655,,,,,,U,6/25/19,N,F,died pupating/natural
VCU,WI4.5,AL,18,5/2/19,122,5/22/19,142,0.0307,6/7/19,158,0.3903,,,,,,U,6/25/19,N,F,died pupating/natural
VCU,WI4.5,AL,19,5/2/19,122,5/27/19,147,0.0228,6/10/19,161,0.2645,,,,,,U,6/25/19,N,F,death/natural
VCU,WI4.5,AL,20,5/2/19,122,5/25/19,145,0.0387,6/7/19,158,0.3910,6/25/19,176,0.6998,7/12/19,193,M,,L,A,
VCU,WI4.5,AL,21,5/2/19,122,5/29/19,149,0.0202,6/13/19,164,0.3136,7/1/19,182,0.6666,7/17/19,198,M,,L,A,
VCU,WI4.5,AL,22,5/2/19,122,5/22/19,142,0.0244,6/4/19,155,0.2665,7/7/19,188,2.1104,,,FP,8/6/19,N,P,did not emerge
VCU,WI4.5,AL,23,5/2/19,122,,,,,,,,,,,,U,5/8/19,N,L,natural causes
VCU,WI4.5,AL,24,5/2/19,122,5/22/19,142,0.0300,6/7/19,158,0.4043,,,,,,U,7/4/19,N,F,natural causes
VCU,WI4.5,AL,25,5/2/19,122,5/22/19,142,0.0359,6/7/19,158,0.3170,6/25/19,176,0.5616,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,IR,1,5/2/19,122,5/23/19,143,0.0247,6/7/19,158,0.3597,,,,,,U,6/25/19,N,F,died pupating/natural
VCU,WI4.5,IR,2,5/2/19,122,5/24/19,144,0.0325,6/7/19,158,0.3040,,,,,,U,7/4/19,N,F,death/natural
VCU,WI4.5,IR,3,5/2/19,122,5/22/19,142,0.0366,6/3/19,154,0.3906,,,,,,U,7/3/19,N,F,death/mold
VCU,WI4.5,IR,4,5/2/19,122,5/24/19,144,0.0244,,,,7/10/19,191,0.6150,,,MP,8/6/19,N,P,missed 5th instar; did not emerge
VCU,WI4.5,IR,5,5/2/19,122,5/22/19,142,0.0255,6/5/19,156,0.2829,,,,,,U,6/19/19,N,F,death/ natural
VCU,WI4.5,IR,6,5/2/19,122,5/21/19,141,0.0325,6/3/19,154,0.3242,,,,,,U,7/3/19,N,F,death/natural
VCU,WI4.5,IR,7,5/2/19,122,5/22/19,142,0.0256,6/4/19,155,0.3693,,,,,,U,7/3/19,N,F,death/natural
VCU,WI4.5,IR,8,5/2/19,122,5/23/19,143,0.0225,6/7/19,158,0.3644,,,,,,U,6/26/19,N,F,death/natural
VCU,WI4.5,IR,9,5/2/19,122,5/26/19,146,0.0202,6/11/19,162,0.2919,7/1/19,182,0.4743,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,IR,10,5/2/19,122,5/21/19,141,0.0323,6/4/19,155,0.5168,6/29/19,180,2.5067,,,FP,8/6/19,N,P,did not emerge
VCU,WI4.5,IR,11,5/2/19,122,5/25/19,145,0.0183,6/13/19,164,0.3480,7/8/19,189,0.3999,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,IR,12,5/2/19,122,,,,,,,,,,,,U,5/8/19,N,L,nat causes
VCU,WI4.5,IR,13,5/2/19,122,5/22/19,142,0.0366,6/3/19,154,0.3189,7/1/19,182,1.9249,,,FP,8/6/19,N,P,did not emerge
VCU,WI4.5,IR,14,5/2/19,122,5/26/19,146,0.0277,6/13/19,164,0.4697,,,,,,U,7/8/19,N,F,death/natural
VCU,WI4.5,IR,15,5/2/19,122,,,,6/15/19,166,0.1255,,,,,,U,7/22/19,N,F,missed 3rd date; very small for 3rd and 4th
VCU,WI4.5,IR,16,5/2/19,122,5/24/19,144,0.0452,6/8/19,159,0.4363,,,,,,U,7/4/19,N,F,death/natural
VCU,WI4.5,IR,17,5/2/19,122,5/22/19,142,0.0319,6/5/19,156,0.2692,7/3/19,184,2.1811,7/16/19,197,F,,L,A,
VCU,WI4.5,IR,18,5/2/19,122,5/25/19,145,0.0316,6/13/19,164,0.3270,,,,,,U,7/4/19,N,F,death/natural
VCU,WI4.5,IR,19,5/2/19,122,5/22/19,142,0.0304,6/7/19,158,0.4115,6/26/19,177,0.8058,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,IR,20,5/2/19,122,5/22/19,142,0.0365,6/6/19,157,0.3073,,,,,,U,6/22/19,N,F,died pupating
VCU,WI4.5,IR,21,5/2/19,122,5/22/19,142,0.0267,6/5/19,156,0.3024,,,,,,U,7/3/19,N,F,death/natural
VCU,WI4.5,IR,22,5/2/19,122,5/21/19,141,0.0287,6/3/19,154,0.3189,7/5/19,186,3.4090,7/20/19,201,F,,L,A,
VCU,WI4.5,IR,23,5/2/19,122,5/24/19,144,0.0337,6/7/19,158,0.2962,,,,,,U,7/9/19,N,F,died pupating
VCU,WI4.5,IR,24,5/2/19,122,5/23/19,143,0.0358,6/8/19,159,0.3802,6/23/19,174,0.5244,7/8/19,189,M,,L,A,
VCU,WI4.5,IR,25,5/2/19,122,5/24/19,144,0.0188,6/7/19,158,0.3114,6/26/19,177,0.5485,7/12/19,193,M,,L,A,
VCU,WI4.5,MN,1,5/2/19,122,5/24/19,144,0.0260,6/9/19,160,0.2893,6/30/19,181,0.4372,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,MN,2,5/2/19,122,5/26/19,146,0.0177,6/11/19,162,0.2715,6/30/19,181,0.4658,7/16/19,197,M,,L,A,
VCU,WI4.5,MN,3,5/2/19,122,5/24/19,144,0.0282,,,,,,,,,U,6/5/19,N,T,"death/ possibly natural, some type of slime mold or bacteria covering diet"
VCU,WI4.5,MN,4,5/2/19,122,5/29/19,149,0.0192,6/13/19,164,0.2433,7/2/19,183,0.4487,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,MN,5,5/2/19,122,5/24/19,144,0.0140,6/10/19,161,0.2340,6/10/19,161,0.2340,,,MP,NA,N,P,no death notes
VCU,WI4.5,MN,6,5/2/19,122,5/27/19,147,0.0224,6/13/19,164,0.4184,7/3/19,184,0.5873,7/19/19,200,M,,L,A,
VCU,WI4.5,MN,7,5/2/19,122,5/27/19,147,0.0224,6/13/19,164,0.1799,7/2/19,183,0.2794,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,MN,8,5/2/19,122,5/24/19,144,0.0170,6/9/19,160,0.3142,7/3/19,184,0.6220,7/21/19,202,M,,L,A,
VCU,WI4.5,MN,9,5/2/19,122,5/23/19,143,0.0219,6/4/19,155,0.3257,,,,,,U,7/8/19,N,F,death/natural
VCU,WI4.5,MN,10,5/2/19,122,,,,,,,,,,,,U,5/31/19,N,L,drowned in condensation
VCU,WI4.5,MN,11,5/2/19,122,5/27/19,147,0.0109,6/9/19,160,0.1424,7/10/19,191,1.3568,,,FP,8/6/19,N,P,did not emerge
VCU,WI4.5,MN,12,5/2/19,122,5/25/19,145,0.0220,,,,,,,,,U,6/11/19,N,T,"death/ possibly natural, some type of slime mold or bacteria covering diet"
VCU,WI4.5,MN,13,5/2/19,122,5/25/19,145,0.0208,6/13/19,164,0.4197,,,,,,U,7/4/19,N,F,death/natural
VCU,WI4.5,MN,14,5/2/19,122,,,,,,,,,,,,U,5/16/19,N,L,dead/natural causes
VCU,WI4.5,MN,15,5/2/19,122,5/24/19,144,0.0268,,,,,,,,,U,6/11/19,N,T,"death/ possibly natural, some type of slime mold or bacteria covering diet"
VCU,WI4.5,MN,16,5/2/19,122,,,,,,,,,,,,U,5/29/19,N,L,nat death
VCU,WI4.5,MN,17,5/2/19,122,5/23/19,143,0.0273,6/11/19,162,0.2446,,,,,,U,NA,N,F,no death notes
VCU,WI4.5,MN,18,5/2/19,122,5/24/19,144,0.0240,6/9/19,160,0.1920,,,,,,U,NA,N,F,no death notes
VCU,WI4.5,MN,19,5/2/19,122,5/24/19,144,0.0205,,,,,,,,,U,6/3/19,N,T,natural death
VCU,WI4.5,MN,20,5/2/19,122,6/7/19,158,0.0320,6/18/19,169,0.2560,7/16/19,197,0.3850,,,MP,8/19/19,N,P,did not emerge
VCU,WI4.5,MN,21,5/2/19,122,5/29/19,149,0.0194,6/10/19,161,0.2791,,,,,,U,6/26/19,N,F,dead/natural causes
VCU,WI4.5,MN,22,5/2/19,122,5/23/19,143,0.0222,,,,,,,,,U,6/8/19,N,T,dead/natural causes
VCU,WI4.5,MN,23,5/2/19,122,5/25/19,145,0.0480,6/5/19,156,0.2530,7/15/19,196,1.2220,,,FP,8/19/19,N,P,did not emerge
VCU,WI4.5,MN,24,5/2/19,122,5/25/19,145,0.0201,6/13/19,164,0.3138,,,,,,U,7/8/19,N,F,died pupating
VCU,WI4.5,MN,25,5/2/19,122,5/24/19,144,0.0109,6/9/19,160,0.2360,7/3/19,184,0.6582,7/20/19,201,M,,L,A,
VCU,WI4.5,NC1,1,5/2/19,122,5/24/19,144,0.0292,6/9/19,160,0.3303,,,,,,U,7/3/19,N,F,died pupating
VCU,WI4.5,NC1,2,5/2/19,122,5/23/19,143,0.0256,6/8/19,159,0.2717,,,,,,U,7/3/19,N,F,died pupating
VCU,WI4.5,NC1,3,5/2/19,122,5/23/19,143,0.0315,6/10/19,161,0.2998,7/2/19,183,0.4971,7/18/19,199,M,,L,A,
VCU,WI4.5,NC1,4,5/2/19,122,5/23/19,143,0.0341,6/4/19,155,0.3426,,,,,,U,7/8/19,N,F,death/natural
VCU,WI4.5,NC1,5,5/2/19,122,5/22/19,142,0.0311,6/3/19,154,0.3361,,,,,,U,7/3/19,N,F,death/natural
VCU,WI4.5,NC1,6,5/2/19,122,,,,,,,,,,,,U,5/8/19,N,L,nat. causes
VCU,WI4.5,NC1,7,5/2/19,122,5/25/19,145,0.0294,6/9/19,160,0.3763,,,,,,U,7/3/19,N,F,died pupating
VCU,WI4.5,NC1,8,5/2/19,122,5/26/19,146,0.0150,,,,,,,,,U,6/13/19,N,T,dead/natural
VCU,WI4.5,NC1,9,5/2/19,122,5/21/19,141,0.0293,6/1/19,152,0.3390,,,,,,U,7/3/19,N,F,died pupating
VCU,WI4.5,NC1,10,5/2/19,122,5/24/19,144,0.0241,6/9/19,160,0.3763,,,,,,U,8/19/19,N,F,pupation data not recorded; did not emerge
VCU,WI4.5,NC1,11,5/2/19,122,5/27/19,147,0.0167,,,,,,,,,U,6/23/19,N,T,died molting (natural)
VCU,WI4.5,NC1,12,5/2/19,122,5/21/19,141,0.0233,6/2/19,153,0.3050,7/1/19,182,3.3766,7/16/19,197,F,,L,A,
VCU,WI4.5,NC1,13,5/2/19,122,5/23/19,143,0.0230,6/5/19,156,0.3020,,,,,,U,7/8/19,N,F,nat. causes
VCU,WI4.5,NC1,14,5/2/19,122,,,,,,,,,,,,U,5/8/19,N,L,nat. causes
VCU,WI4.5,NC1,15,5/2/19,122,5/21/19,141,0.0234,6/6/19,157,0.2590,7/2/19,183,0.5018,7/18/19,199,M,,L,A,
VCU,WI4.5,NC1,16,5/2/19,122,5/24/19,144,0.0238,6/7/19,158,0.2607,,,,,,U,6/26/19,N,F,died pupating
VCU,WI4.5,NC1,17,5/2/19,122,5/23/19,143,0.0288,6/5/19,156,0.3662,,,,,,U,7/9/19,N,F,nat. causes
VCU,WI4.5,NC1,18,5/2/19,122,,,,,,,,,,,,U,5/8/19,N,L,nat. causes
VCU,WI4.5,NC1,19,5/2/19,122,,,,,,,,,,,,U,5/8/19,N,L,nat. causes
VCU,WI4.5,NC1,20,5/2/19,122,,,,,,,,,,,,U,5/8/19,N,L,nat. causes
VCU,WI4.5,NC1,21,5/2/19,122,5/22/19,142,0.0223,6/5/19,156,0.2920,,,,,,U,6/25/19,N,F,died pupating
VCU,WI4.5,NC1,22,5/2/19,122,5/23/19,143,0.0197,6/5/19,156,0.3070,,,,,,U,6/29/19,N,F,nat. causes
VCU,WI4.5,NC1,23,5/2/19,122,5/23/19,143,0.0285,6/7/19,158,0.2346,,,,,,U,7/3/19,N,F,nat. causes
VCU,WI4.5,NC1,24,5/2/19,122,5/22/19,142,0.0171,6/4/19,155,0.3163,,,,,,U,7/10/19,N,F,nat. causes
VCU,WI4.5,NC1,25,5/2/19,122,5/25/19,145,0.0271,6/11/19,162,0.3354,,,,,,U,7/4/19,N,F,no death notes
VCU,WI4.5,NC2,1,5/2/19,122,5/23/19,143,0.0246,6/8/19,159,0.3474,6/25/19,176,0.6265,7/12/19,193,M,,L,A,
VCU,WI4.5,NC2,2,5/2/19,122,5/22/19,142,0.0327,6/7/19,158,0.3247,,,,,,U,7/3/19,N,F,died pupating
VCU,WI4.5,NC2,3,5/2/19,122,5/22/19,142,0.0375,6/5/19,156,0.4188,,,,,,U,7/31/19,N,F,nat causes
VCU,WI4.5,NC2,4,5/2/19,122,5/23/19,143,0.0361,6/6/19,157,0.3350,,,,,,U,7/8/19,N,F,died pupating
VCU,WI4.5,NC2,5,5/2/19,122,5/21/19,141,0.0305,6/4/19,155,0.3538,7/1/19,182,1.8625,,,FP,7/8/19,N,P,very moldy pupa
VCU,WI4.5,NC2,6,5/2/19,122,5/21/19,141,0.0458,6/3/19,154,0.3321,,,,,,U,7/15/19,N,F,slimey cube
VCU,WI4.5,NC2,7,5/2/19,122,,,,,,,,,,,,U,5/18/19,N,L,dead/squished by diet
VCU,WI4.5,NC2,8,5/2/19,122,5/21/19,141,0.0227,6/4/19,155,0.4475,,,,,,U,7/9/19,N,F,death/natural
VCU,WI4.5,NC2,9,5/2/19,122,5/23/19,143,0.0201,6/9/19,160,0.3008,,,,,,U,7/3/19,N,F,death/natural
VCU,WI4.5,NC2,10,5/2/19,122,5/25/19,145,0.0260,6/7/19,158,0.3985,7/11/19,192,2.8455,,,FP,8/6/19,N,P,did not emerge
VCU,WI4.5,NC2,11,5/2/19,122,5/21/19,141,0.0508,6/2/19,153,0.4002,,,,,,U,7/8/19,N,F,dead/natural
VCU,WI4.5,NC2,12,5/2/19,122,5/22/19,142,0.0370,6/6/19,157,0.3701,6/24/19,175,0.6423,7/12/19,193,M,,L,A,
VCU,WI4.5,NC2,13,5/2/19,122,5/20/19,140,0.0210,6/4/19,155,0.4100,,,,,,U,7/10/19,N,F,no death notes
VCU,WI4.5,NC2,14,5/2/19,122,5/21/19,141,0.0348,6/4/19,155,0.6775,,,,,,U,7/8/19,N,F,death/natural
VCU,WI4.5,NC2,15,5/2/19,122,5/22/19,142,0.0345,6/6/19,157,0.3881,6/26/19,177,0.7274,7/13/19,194,M,,L,A,
VCU,WI4.5,NC2,16,5/2/19,122,5/23/19,143,0.0301,6/5/19,156,0.3290,6/22/19,173,0.4764,7/8/19,189,M,,L,A,
VCU,WI4.5,NC2,17,5/2/19,122,5/22/19,142,0.0358,6/5/19,156,0.3844,6/24/19,175,0.7265,7/11/19,192,M,,L,A,
VCU,WI4.5,NC2,18,5/2/19,122,5/22/19,142,0.0374,6/5/19,156,0.4018,6/22/19,173,0.7019,7/9/19,190,M,,L,A,
VCU,WI4.5,NC2,19,5/2/19,122,5/20/19,140,0.0344,6/4/19,155,0.2770,6/24/19,175,0.6051,,,MP,7/10/19,N,P,died pupating
VCU,WI4.5,NC2,20,5/2/19,122,5/21/19,141,0.0200,6/5/19,156,0.3285,,,,,,U,7/17/19,N,F,slime
VCU,WI4.5,NC2,21,5/2/19,122,5/20/19,140,0.0261,6/4/19,155,0.3440,6/25/19,176,0.6444,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,NC2,22,5/2/19,122,5/21/19,141,0.0298,6/5/19,156,0.4355,6/25/19,176,0.8835,7/15/19,196,M,,L,A,
VCU,WI4.5,NC2,23,5/2/19,122,5/21/19,141,0.0355,6/7/19,158,0.3923,6/30/19,181,0.4279,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,NC2,24,5/2/19,122,5/22/19,142,0.0347,6/5/19,156,0.3956,,,,,,U,7/2/19,N,F,died pupating
VCU,WI4.5,NC2,25,5/2/19,122,5/25/19,145,0.0278,6/8/19,159,0.3472,6/26/19,177,0.6731,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,WI1,1,5/2/19,122,,,,,,,,,,,,U,5/16/19,N,L,dead/natural causes
VCU,WI4.5,WI1,2,5/2/19,122,5/22/19,142,0.0232,6/8/19,159,0.3103,,,,,,U,6/29/19,N,F,dead/natural causes
VCU,WI4.5,WI1,3,5/2/19,122,5/23/19,143,0.0303,6/5/19,156,0.2918,,,,,,U,7/10/19,N,F,dead/natural causes
VCU,WI4.5,WI1,4,5/2/19,122,5/23/19,143,0.0152,6/8/19,159,0.3015,,,,,,U,6/26/19,N,F,death/natural
VCU,WI4.5,WI1,5,5/2/19,122,,,,,,,,,,,,U,5/20/19,N,L,crushed by diet
VCU,WI4.5,WI1,6,5/2/19,122,5/22/19,142,0.0189,6/5/19,156,0.3235,,,,,,U,6/29/19,N,F,death/natural
VCU,WI4.5,WI1,7,5/2/19,122,5/23/19,143,0.0198,6/13/19,164,0.2433,,,,,,U,7/17/19,N,F,slime
VCU,WI4.5,WI1,8,5/2/19,122,5/23/19,143,0.0198,6/6/19,157,0.2120,,,,,,U,7/8/19,N,F,died pupating
VCU,WI4.5,WI1,9,5/2/19,122,5/25/19,145,0.0158,6/13/19,164,0.3121,,,,,,U,7/8/19,N,F,dead/natural
VCU,WI4.5,WI1,10,5/2/19,122,5/25/19,145,0.0250,6/2/19,153,0.3169,,,,,,U,7/8/19,N,F,died pupating
VCU,WI4.5,WI1,11,5/2/19,122,5/22/19,142,0.0211,6/7/19,158,0.3077,7/5/19,186,0.3691,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,WI1,12,5/2/19,122,5/23/19,143,0.0215,6/10/19,161,0.2340,,,,,,U,7/3/19,N,F,died pupating
VCU,WI4.5,WI1,13,5/2/19,122,5/22/19,142,0.0207,6/4/19,155,0.2544,7/8/19,189,2.4589,7/21/19,202,F,,L,A,
VCU,WI4.5,WI1,14,5/2/19,122,5/23/19,143,0.0224,6/8/19,159,0.2684,,,,,,U,6/26/19,N,F,died pupating
VCU,WI4.5,WI1,15,5/2/19,122,5/22/19,142,0.0270,6/5/19,156,0.5616,7/8/19,189,1.4963,,,FP,7/11/19,N,P,molt attached to pupa when weighed; no death notes found
VCU,WI4.5,WI1,16,5/2/19,122,5/24/19,144,0.0296,6/6/19,157,0.3505,,,,,,U,7/11/19,N,F,died pupating
VCU,WI4.5,WI1,17,5/2/19,122,5/22/19,142,0.0235,6/4/19,155,0.2540,,,,,,U,7/8/19,N,F,death/natural
VCU,WI4.5,WI1,18,5/2/19,122,5/25/19,145,0.0230,6/9/19,160,0.3125,,,,,,U,7/3/19,N,F,died pupating
VCU,WI4.5,WI1,19,5/2/19,122,5/23/19,143,0.0199,6/10/19,161,0.2913,,,,,,U,6/26/19,N,F,death/natural
VCU,WI4.5,WI1,20,5/2/19,122,5/23/19,143,0.0223,6/5/19,156,0.2775,7/8/19,189,2.1537,7/21/19,202,F,,L,A,
VCU,WI4.5,WI1,21,5/2/19,122,5/25/19,145,0.0202,6/10/19,161,0.3063,,,,,,U,6/26/19,N,F,death/natural
VCU,WI4.5,WI1,22,5/2/19,122,5/23/19,143,0.0321,6/8/19,159,0.3352,,,,,,U,7/8/19,N,F,death/natural
VCU,WI4.5,WI1,23,5/2/19,122,5/23/19,143,0.0267,6/6/19,157,0.2774,,,,,,U,7/9/19,N,F,death/natural
VCU,WI4.5,WI1,24,5/2/19,122,5/23/19,143,0.0198,6/6/19,157,0.2029,7/16/19,197,1.2288,,,MP,8/19/19,N,P,did not emerge
VCU,WI4.5,WI1,25,5/2/19,122,5/24/19,144,0.0281,6/5/19,156,0.2468,7/7/19,188,2.3665,,,FP,8/6/19,N,P,pupa weighed 7/8; did not emerge
VCU,WI4.5,WV1,1,5/2/19,122,5/23/19,143,0.0177,6/7/19,158,0.2560,,,,,,U,6/19/19,N,F,dead/ natural
VCU,WI4.5,WV1,2,5/2/19,122,5/22/19,142,0.0207,6/7/19,158,0.3068,,,,,,U,6/26/19,N,F,dead/natural
VCU,WI4.5,WV1,3,5/2/19,122,5/23/19,143,0.0230,6/7/19,158,0.3230,,,,,,U,6/19/19,N,F,dead/ natural causes
VCU,WI4.5,WV1,4,5/2/19,122,,,,,,,,,,,,U,5/23/19,N,L,dead/ natural causes
VCU,WI4.5,WV1,5,5/2/19,122,5/22/19,142,0.0142,6/5/19,156,0.2908,,,,,,U,6/24/19,N,F,dead/natural
VCU,WI4.5,WV1,6,5/2/19,122,5/22/19,142,0.0352,6/3/19,154,0.3626,7/6/19,187,2.8591,7/21/19,202,F,,L,A,
VCU,WI4.5,WV1,7,5/2/19,122,5/22/19,142,0.0458,6/6/19,157,0.3670,,,,,,U,6/26/19,N,F,dead/ natural
VCU,WI4.5,WV1,8,5/2/19,122,5/21/19,141,0.0236,6/3/19,154,0.2960,,,,,,U,7/3/19,N,F,dead/slime mold cube
VCU,WI4.5,WV1,9,5/2/19,122,5/22/19,142,0.0311,6/3/19,154,0.2979,,,,,,U,7/3/19,N,F,dead/natural
VCU,WI4.5,WV1,10,5/2/19,122,5/21/19,141,0.0258,,,,7/1/19,182,2.4736,,,FP,,N,P,missed 5th instar
VCU,WI4.5,WV1,11,5/2/19,122,5/22/19,142,0.0228,6/7/19,158,0.2756,,,,,,U,6/23/19,N,F,dead/ natural
VCU,WI4.5,WV1,12,5/2/19,122,5/22/19,142,0.0347,6/5/19,156,0.3248,6/26/19,177,0.5953,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,WV1,13,5/2/19,122,5/23/19,143,0.0187,6/6/19,157,0.3102,6/23/19,174,0.7267,7/10/19,191,M,,L,A,
VCU,WI4.5,WV1,14,5/2/19,122,5/22/19,142,0.0349,6/7/19,158,0.3377,,,,,,U,6/23/19,N,F,dead/ natural
VCU,WI4.5,WV1,15,5/2/19,122,5/22/19,142,0.0323,6/3/19,154,0.3275,6/30/19,181,2.8070,7/14/19,195,F,,L,A,
VCU,WI4.5,WV1,16,5/2/19,122,5/22/19,142,0.0228,6/5/19,156,0.2851,6/22/19,173,0.5916,7/9/19,190,M,,L,A,
VCU,WI4.5,WV1,17,5/2/19,122,5/22/19,142,0.0307,6/7/19,158,0.4211,,,,,,U,7/3/19,N,F,dead/natural
VCU,WI4.5,WV1,18,5/2/19,122,5/25/19,145,0.0170,6/11/19,162,0.2622,,,,,,U,7/4/19,N,F,dead/natural
VCU,WI4.5,WV1,19,5/2/19,122,5/25/19,145,0.0390,6/4/19,155,0.2900,7/1/19,182,2.3889,,,FP,8/6/19,N,P,did not emerge
VCU,WI4.5,WV1,20,5/2/19,122,5/21/19,141,0.0232,6/6/19,157,0.3280,,,,,,U,6/26/19,N,F,dead/natural
VCU,WI4.5,WV1,21,5/2/19,122,5/22/19,142,0.0322,6/6/19,157,0.3805,6/30/19,181,0.6802,,,MP,8/6/19,N,P,did not emerge
VCU,WI4.5,WV1,22,5/2/19,122,5/24/19,144,0.0240,6/8/19,159,0.3454,,,,,,U,7/4/19,N,F,dead/natural
VCU,WI4.5,WV1,23,5/2/19,122,5/23/19,143,0.0307,6/4/19,155,0.2715,7/8/19,189,2.5535,7/21/19,202,F,,L,A,
VCU,WI4.5,WV1,24,5/2/19,122,5/22/19,142,0.0225,6/5/19,156,0.2921,6/24/19,175,0.5585,7/9/19,190,M,,L,A,
VCU,WI4.5,WV1,25,5/2/19,122,5/21/19,141,0.0233,6/5/19,156,0.4408,,,,,,U,6/26/19,N,F,dead/natural
UR,WI8.5,AL,1,5/2/19,122,5/19/19,139,0.029,5/31/19,151,0.449,6/29/19,180,4.243,7/12/19,193,F,,L,A,
UR,WI8.5,AL,2,5/2/19,122,,,,,,,,,,,,U,05/26/19,N,L,
UR,WI8.5,AL,3,5/2/19,122,5/20/19,140,0.031,6/1/19,152,0.377,6/19/19,170,0.828,7/4/19,185,M,,L,A,
UR,WI8.5,AL,4,5/2/19,122,5/19/19,139,0.026,6/2/19,153,0.311,6/22/19,173,0.880,7/7/19,188,M,,L,A,
UR,WI8.5,AL,5,5/2/19,122,5/23/19,143,0.013,6/9/19,160,0.388,6/25/19,176,0.704,,,M,08/06/19,N,P,"Probably 4th: 6/3/19, 0.138g, unemerged"
UR,WI8.5,AL,6,5/2/19,122,5/28/19,148,0.028,6/8/19,159,0.371,7/6/19,187,3.885,7/19/19,200,F,,L,A,
UR,WI8.5,AL,7,5/2/19,122,5/21/19,141,0.041,6/2/19,153,0.382,,,,,,U,07/01/19,N,F,
UR,WI8.5,AL,8,5/2/19,122,5/18/19,138,0.031,5/31/19,151,0.345,6/19/19,170,0.837,,,M,08/06/19,N,P,unemerged
UR,WI8.5,AL,9,5/2/19,122,5/20/19,140,0.016,6/3/19,154,0.250,6/22/19,173,0.688,7/6/19,187,M,,L,A,
UR,WI8.5,AL,10,5/2/19,122,5/23/19,143,0.026,6/4/19,155,0.288,6/20/19,171,0.687,7/3/19,184,M,,L,A,
UR,WI8.5,AL,11,5/2/19,122,5/18/19,138,0.027,6/1/19,152,0.412,6/25/19,176,2.820,7/7/19,188,F,,L,A,
UR,WI8.5,AL,12,5/2/19,122,5/20/19,140,0.022,6/3/19,154,0.263,6/25/19,176,0.690,7/9/19,190,M,,L,A,
UR,WI8.5,AL,13,5/2/19,122,5/22/19,142,0.052,6/1/19,152,0.336,,,,,,U,07/03/19,N,F,
UR,WI8.5,AL,14,5/2/19,122,5/20/19,140,0.028,6/1/19,152,0.361,6/19/19,170,0.804,7/4/19,185,M,,L,A,
UR,WI8.5,AL,15,5/2/19,122,5/19/19,139,0.029,5/30/19,150,0.350,6/28/19,179,2.755,7/10/19,191,F,,L,A,
UR,WI8.5,AL,16,5/2/19,122,5/18/19,138,0.019,6/1/19,152,0.335,6/22/19,173,0.861,7/7/19,188,M,,L,A,
UR,WI8.5,AL,17,5/2/19,122,5/23/19,143,0.032,6/3/19,154,0.251,6/30/19,181,4.001,7/13/19,194,F,,L,A,
UR,WI8.5,AL,18,5/2/19,122,5/22/19,142,0.017,6/3/19,154,0.267,6/23/19,174,0.764,7/8/19,189,M,,L,A,
UR,WI8.5,AL,19,5/2/19,122,5/19/19,139,0.033,5/30/19,150,0.296,6/25/19,176,3.331,7/8/19,189,F,,L,A,
UR,WI8.5,AL,20,5/2/19,122,5/21/19,141,0.032,6/1/19,152,0.334,6/26/19,177,2.611,7/8/19,189,F,,L,A,
UR,WI8.5,AL,21,5/2/19,122,5/18/19,138,0.018,5/31/19,151,0.525,6/26/19,177,3.020,7/9/19,190,F,,L,A,Maybe 6th instar instead of 5th?
UR,WI8.5,AL,22,5/2/19,122,5/18/19,138,0.023,6/2/19,153,0.309,6/18/19,169,0.805,7/4/19,185,M,,L,A,
UR,WI8.5,AL,23,5/2/19,122,5/20/19,140,0.021,6/2/19,153,0.322,6/21/19,172,0.808,7/7/19,188,M,,L,A,
UR,WI8.5,AL,24,5/2/19,122,5/22/19,142,0.018,6/3/19,154,0.233,6/23/19,174,0.579,7/8/19,189,M,,L,A,
UR,WI8.5,AL,25,5/2/19,122,5/23/19,143,0.024,6/7/19,158,0.309,6/28/19,179,0.852,7/13/19,194,M,,L,A,
